Y,1,98.73243458,27.6391791
W,1,98.73133329,27.64099231
Y,2,98.73532384,27.64291591
Y,3,98.73785923,27.64450977
P,1,98.73832278,27.6477129
Y,4,98.74180681,27.64904315
P,2,98.74092495,27.6513592
P,3,98.74391484,27.65450461
P,4,98.74692409,27.65788794
P,5,98.75044249,27.66015509
P,6,98.75035071,27.66456132
W,2,98.75492546,27.66304726
P,7,98.76071271,27.66666203
P,8,98.75462134,27.66852587
P,9,98.76405366,27.67094357
P,10,98.76995905,27.67153811
P,11,98.77408924,27.67394408
P,12,98.77745213,27.67588332
P,13,98.78016627,27.67769078
P,14,98.78350576,27.68096686
J,1,98.69853195,27.56636032
K,1,98.69472854,27.56672687
J,2,98.68998092,27.56649186
J,3,98.68591089,27.5693768
J,4,98.69356307,27.56984885
K,2,98.70176184,27.5747859
J,5,98.68409267,27.57331178
J,6,98.69905588,27.57151889
K,3,98.69340516,27.57434367
K,4,98.69535775,27.57736859
K,5,98.69502665,27.57875029
J,7,98.68338619,27.57641694
K,6,98.7079642,27.57817745
J,8,98.70349192,27.577715
J,9,98.70549194,27.57253023
K,7,98.71577623,27.57767748
J,10,98.68146824,27.57933951
K,8,98.71048157,27.57695409
J,11,98.73715872,27.5829455
K,9,98.73260002,27.58191683
K,10,98.71637256,27.58243455
J,12,98.6813622,27.58250114
J,13,98.68641135,27.5821544
K,11,98.72518676,27.58160066
J,14,98.67858221,27.58363361
J,15,98.69923922,27.58312064
K,12,98.70301837,27.58330479
K,13,98.73999039,27.58555285
K,14,98.70740169,27.58296219
K,15,98.69464583,27.58268719
J,16,98.69146154,27.58086398
K,16,98.71617986,27.58572674
K,17,98.68925652,27.57838948
K,18,98.72923728,27.58232659
K,19,98.7346269,27.58615136
K,20,98.72335157,27.58665874
J,17,98.67734799,27.58637393
K,21,98.72670348,27.58610672
K,22,98.68715984,27.58703803
J,18,98.68623437,27.5885008
K,23,98.71878248,27.58922457
J,19,98.68456455,27.58979158
J,20,98.6742844,27.58927674
K,24,98.69985903,27.59007075
K,25,98.71217109,27.59011389
V,1,98.74222982,27.58951752
K,26,98.72311078,27.5922125
K,27,98.71854231,27.59232906
K,28,98.70668321,27.58979827
K,29,98.70196829,27.58897345
K,30,98.72646093,27.59243286
K,31,98.70271662,27.59345555
K,32,98.72977992,27.59254827
J,21,98.67888355,27.59212475
K,33,98.73182597,27.59236503
K,34,98.69721997,27.59093732
V,2,98.73546255,27.59075402
K,35,98.71758324,27.5941324
K,36,98.69378394,27.59190201
P,15,98.75048834,27.59408353
K,37,98.68768499,27.59398238
K,38,98.67626941,27.59556982
V,3,98.73085636,27.59623273
K,39,98.68423137,27.59567305
J,22,98.66968116,27.59108474
V,4,98.70328253,27.59610777
P,16,98.73944904,27.59502823
P,17,98.74517087,27.5944664
K,40,98.71799794,27.59642064
K,41,98.72329647,27.5966268
V,5,98.69477811,27.59766409
V,6,98.73591697,27.59911163
J,23,98.679639,27.59910766
P,18,98.78880982,27.60137979
V,7,98.72997523,27.60064954
P,19,98.73979979,27.60123964
J,24,98.68324356,27.60119149
K,42,98.68984691,27.60014287
P,20,98.75216639,27.59903809
V,8,98.71931316,27.6009261
P,21,98.78450365,27.60207769
V,9,98.70097199,27.59897894
V,10,98.69983677,27.60223951
V,11,98.7254559,27.60198542
V,12,98.70833671,27.59764148
Y,5,98.78113712,27.60326416
K,43,98.69361048,27.60274628
L,1,98.71329393,27.60034024
P,22,98.7562892,27.60123797
P,23,98.79118667,27.60418648
P,24,98.74293946,27.60299278
J,25,98.68570653,27.60455105
V,13,98.70951439,27.60115805
W,3,98.78671291,27.6047329
K,44,98.69590013,27.60506606
P,25,98.74734659,27.6026891
L,2,98.71500843,27.6045934
V,14,98.70133493,27.60581701
W,4,98.76310383,27.60692136
P,26,98.75901051,27.60423665
P,27,98.73577644,27.60521083
W,5,98.78395699,27.60640744
W,6,98.78833393,27.60650776
L,3,98.72343959,27.60536871
P,28,98.74926843,27.60594571
P,29,98.71641323,27.60704048
L,4,98.7219577,27.60693766
W,7,98.77432999,27.6077847
P,30,98.72752819,27.60566908
W,8,98.70693954,27.60880161
K,45,98.69546993,27.60829843
P,31,98.78338975,27.60841893
L,5,98.71087067,27.60656673
Y,6,98.75598617,27.6098159
L,6,98.72240749,27.6096034
O,1,98.79583132,27.61013009
L,7,98.71577484,27.60953936
O,2,98.79257126,27.60886487
P,32,98.75012834,27.60885459
K,46,98.68903651,27.60820918
P,33,98.73340043,27.60930724
O,3,98.84002944,27.60982757
W,9,98.7750621,27.61139911
P,34,98.75860849,27.61161395
P,35,98.75977052,27.60869097
W,10,98.73006104,27.60667188
V,15,98.7023958,27.60892099
O,4,98.76400405,27.61129933
L,8,98.71525886,27.61124211
P,36,98.73848227,27.60766679
P,37,98.75138084,27.61167099
O,5,98.79926623,27.61125382
Y,7,98.77206325,27.61178648
Y,8,98.75750206,27.61273787
O,6,98.77604364,27.61461241
L,9,98.72176537,27.61292545
P,38,98.7829871,27.61156316
Y,9,98.76241758,27.61307462
W,11,98.70661619,27.61171295
V,16,98.69633192,27.61183118
W,12,98.79100996,27.61328264
P,39,98.74040075,27.61094369
P,40,98.7231377,27.61231056
W,13,98.79445141,27.61273623
Y,10,98.77861293,27.61184635
P,41,98.72801312,27.6138093
L,10,98.71433326,27.61384606
W,14,98.70654082,27.61447203
P,42,98.75241641,27.61679482
W,15,98.7692009,27.61643991
P,43,98.735072,27.61317494
P,44,98.83839093,27.61490224
P,45,98.83425633,27.61333559
V,17,98.70020246,27.61403369
Y,11,98.7532719,27.61480034
L,11,98.78623045,27.6140645
L,12,98.72060482,27.61505849
P,46,98.74370956,27.61412584
W,16,98.79820671,27.61511135
P,47,98.84693596,27.61513384
O,7,98.80345537,27.61504005
P,48,98.8399142,27.61692982
W,17,98.72530623,27.6169128
W,18,98.72984725,27.61303025
L,13,98.78839963,27.61583688
V,18,98.70169086,27.61744264
W,19,98.73212937,27.61554695
P,49,98.82802618,27.61590794
W,20,98.80131708,27.61698689
P,50,98.78277788,27.61688875
K,47,98.89792825,27.61367827
W,21,98.767145,27.61919776
P,51,98.74473315,27.61732367
W,22,98.70993147,27.61762339
O,8,98.7752384,27.61864476
L,14,98.71617426,27.61719024
W,23,98.77882084,27.61690219
P,52,98.85618876,27.61786645
L,15,98.71894708,27.61792787
L,16,98.79115628,27.61774089
W,24,98.77780295,27.61926755
P,53,98.74837911,27.61806427
P,54,98.72891022,27.61919077
P,55,98.71306657,27.62038821
J,26,98.90150041,27.61390256
W,25,98.80171509,27.62058736
W,26,98.72108157,27.620194
P,56,98.73183738,27.61997216
P,57,98.86638046,27.62037662
P,58,98.86234717,27.61966697
P,59,98.73899973,27.61850041
P,60,98.72799015,27.62205595
K,48,98.6941044,27.61607456
W,27,98.76577102,27.62202572
L,17,98.79452262,27.61963771
W,28,98.77003178,27.62181912
W,29,98.78536076,27.62199908
V,19,98.70500556,27.62035718
P,61,98.84530944,27.62044306
P,62,98.85118806,27.61938287
W,30,98.77394734,27.62139958
V,20,98.83102223,27.62118345
L,18,98.79715169,27.62198649
K,49,98.89153665,27.61942016
W,31,98.78214186,27.62016113
W,32,98.77059885,27.62370395
P,63,98.73000237,27.62394095
W,33,98.77807342,27.6222308
P,64,98.80478181,27.62022414
Y,12,98.72723093,27.62404325
K,50,98.89488904,27.6185438
P,65,98.84181557,27.62243048
V,21,98.70110885,27.62213304
K,51,98.90063376,27.62214856
V,22,98.88910559,27.62295686
P,66,98.8733029,27.62215353
P,67,98.74338022,27.62219387
W,34,98.72132953,27.62374166
P,68,98.83684918,27.62172889
P,69,98.72528404,27.62152096
P,70,98.74845867,27.62255716
W,35,98.77532781,27.62450123
W,36,98.80444234,27.62394804
W,37,98.73429311,27.62081871
P,71,98.73512411,27.62280476
O,9,98.78312663,27.62506908
Y,13,98.72977325,27.6257651
W,38,98.85787987,27.62422729
W,39,98.76956523,27.62535785
P,72,98.81529658,27.6237315
W,40,98.71575209,27.62344797
V,23,98.82304246,27.62510217
P,73,98.70871569,27.62365349
O,10,98.75236277,27.6251918
W,41,98.76630383,27.62651236
V,24,98.83278631,27.62513426
O,11,98.80366076,27.6256558
P,74,98.86951198,27.62401712
V,25,98.86427662,27.62475676
P,75,98.88393052,27.62527834
J,27,98.82830788,27.62341072
P,76,98.78933599,27.6224155
V,26,98.69929145,27.62477572
L,19,98.79918596,27.62547179
W,42,98.78693389,27.62507296
P,77,98.78004755,27.62666802
Y,14,98.74493436,27.62740725
O,12,98.7914602,27.62776875
K,52,98.9039496,27.62639724
O,13,98.78874314,27.62651458
V,27,98.84906477,27.62642949
V,28,98.88974214,27.62744556
P,78,98.7060688,27.62685819
V,29,98.85783954,27.62860236
W,43,98.71453769,27.62681357
L,20,98.79634264,27.62787103
V,30,98.84287461,27.62707521
W,44,98.7756669,27.6281392
P,79,98.76519238,27.62841619
W,45,98.74051578,27.62931224
P,80,98.78341733,27.62937901
W,46,98.70382687,27.62907721
K,53,98.89592466,27.62848646
V,31,98.88202159,27.62915341
P,81,98.72005331,27.6287393
Y,15,98.7397171,27.63082641
P,82,98.78225662,27.6309601
P,83,98.8122365,27.62703079
P,84,98.71259325,27.62945875
P,85,98.87665945,27.62751734
P,86,98.72841841,27.62852721
Y,16,98.75087282,27.63078955
K,54,98.82663165,27.62852521
Y,17,98.7608628,27.62991815
V,32,98.86890124,27.62972835
V,33,98.8333919,27.62949752
Y,18,98.74793348,27.63026116
W,47,98.73747221,27.63128227
O,14,98.76932392,27.63074055
W,48,98.78979085,27.63068327
O,15,98.80530993,27.62950953
W,49,98.77760902,27.6318141
P,87,98.79905077,27.63077688
O,16,98.80889856,27.63195564
K,55,98.85505451,27.63213462
V,34,98.87276468,27.63116992
Y,19,98.87628728,27.63287494
J,28,98.83258272,27.63153936
J,29,98.91081648,27.62985684
P,88,98.82155911,27.62989716
O,17,98.77169929,27.63283211
V,35,98.83827836,27.63062025
P,89,98.71245932,27.63249205
K,56,98.84970374,27.63199668
P,90,98.76325342,27.63385961
W,50,98.75647562,27.63395295
P,91,98.87213851,27.63502315
K,57,98.90035398,27.63123629
L,21,98.80810845,27.6349267
K,58,98.85893555,27.63239994
O,18,98.74590369,27.63372595
P,92,98.81633056,27.63230223
K,59,98.84364245,27.63282218
Y,20,98.73819015,27.63476923
W,51,98.734697,27.63413071
P,93,98.74286681,27.63515253
K,60,98.90729571,27.63260959
W,52,98.70825256,27.63384935
O,19,98.77512974,27.63479947
K,61,98.88918365,27.63245714
P,94,98.79516571,27.63429058
P,95,98.80220079,27.63399564
P,96,98.72552347,27.63308544
V,36,98.88512181,27.63496396
P,97,98.79063921,27.63412833
K,62,98.89507934,27.63459616
K,63,98.83039043,27.63457638
P,98,98.72124703,27.63471269
J,30,98.86962231,27.63534973
J,31,98.84712756,27.63670503
P,99,98.71797973,27.63627659
V,37,98.81321407,27.63617551
P,100,98.76614539,27.6362425
O,20,98.75031614,27.63701918
P,101,98.78386118,27.63496436
J,32,98.85989897,27.63547514
P,102,98.79749126,27.63692275
K,64,98.83771155,27.63705007
P,103,98.77546704,27.63709984
J,33,98.9119366,27.63657358
P,104,98.75975038,27.63680629
P,105,98.8238559,27.63596088
O,21,98.75788351,27.63491048
V,38,98.82814376,27.63823703
P,106,98.71322663,27.63809082
P,107,98.76904023,27.63877515
J,34,98.85253609,27.63788966
V,39,98.80988976,27.63817687
P,108,98.8055677,27.63847044
P,109,98.72088576,27.6398475
P,110,98.77992886,27.6382406
L,22,98.78750062,27.63822936
V,40,98.88047984,27.63576459
P,111,98.73759146,27.63853477
P,112,98.81957081,27.63752229
P,113,98.80142981,27.63946802
J,35,98.84325116,27.64007934
K,65,98.90422364,27.63737886
P,114,98.75685873,27.64016654
P,115,98.76889471,27.6412156
J,36,98.86563147,27.63932706
P,116,98.79436294,27.64020877
K,66,98.89439064,27.63986585
K,67,98.90154717,27.63979503
V,41,98.81552476,27.64050449
K,68,98.87058037,27.63927169
P,117,98.76220933,27.64197413
V,42,98.88753767,27.64018483
L,23,98.78927011,27.6414231
K,69,98.87685507,27.63802176
P,118,98.77540259,27.64133313
K,70,98.86058913,27.6407826
P,119,98.78366308,27.64138645
K,71,98.87127457,27.64372391
P,120,98.74530413,27.64081637
K,72,98.83473321,27.64198271
V,43,98.8166299,27.64323544
V,44,98.82685606,27.64218917
V,45,98.81164597,27.64249208
L,24,98.75768952,27.64297191
J,37,98.84750929,27.64291911
W,53,98.77985364,27.64194066
V,46,98.8814745,27.64163666
V,47,98.80774337,27.64359512
L,25,98.79180761,27.6441493
P,121,98.76646537,27.6443101
K,73,98.89227033,27.64367409
K,74,98.865696,27.64498306
V,48,98.81626976,27.6453876
P,122,98.77111404,27.64379212
J,38,98.90672884,27.64284028
K,75,98.89787614,27.64103424
K,76,98.83808019,27.64528033
J,39,98.85681237,27.64390182
L,26,98.7562186,27.64464274
K,77,98.87742399,27.64564908
P,123,98.74719241,27.64537783
V,49,98.81932596,27.64647042
W,54,98.78061727,27.64623482
J,40,98.89838657,27.64657715
P,124,98.77336239,27.64603415
P,125,98.74064032,27.64454885
J,41,98.86090952,27.64822421
K,78,98.89003317,27.64806414
V,50,98.82864903,27.64656499
P,126,98.7749013,27.64854827
P,127,98.779511,27.64866665
V,51,98.80663238,27.64747611
V,52,98.81389409,27.64843767
V,53,98.80244344,27.64849126
K,79,98.86931491,27.64812846
J,42,98.90192174,27.64699789
V,54,98.76715406,27.6482093
J,43,98.84748749,27.64773751
V,55,98.79972404,27.64665388
L,27,98.78935992,27.64806733
V,56,98.81866388,27.64954801
K,80,98.84218134,27.6487442
P,128,98.75314873,27.6486139
V,57,98.88279618,27.64617768
V,58,98.7938721,27.64847928
P,129,98.7493961,27.6479163
K,81,98.80948013,27.65028925
V,59,98.76351894,27.6497251
K,82,98.8368098,27.65100801
V,60,98.88529586,27.64723448
K,83,98.82305196,27.64992966
V,61,98.8777118,27.65063937
J,44,98.89663664,27.65071838
V,62,98.83176879,27.65043789
V,63,98.78835324,27.65074623
V,64,98.76643036,27.65223579
L,28,98.77400137,27.65180844
K,84,98.88941099,27.65210032
K,85,98.82584163,27.65289537
K,86,98.81287527,27.65151827
L,29,98.78231572,27.65317309
L,30,98.77861495,27.65293126
P,130,98.75113539,27.65243259
K,87,98.84377966,27.65389152
K,88,98.80803892,27.65366003
V,65,98.77112606,27.65453768
J,45,98.85094757,27.65357754
P,131,98.76010781,27.65400861
K,89,98.83520847,27.65476442
J,46,98.86897077,27.65285758
P,132,98.89166906,27.65511171
P,133,98.7556919,27.65234133
K,90,98.88609072,27.6558325
P,134,98.75792311,27.65324424
K,91,98.87068884,27.65494331
K,92,98.80700331,27.65766056
V,66,98.78736483,27.6550044
K,93,98.7937642,27.65562685
J,47,98.86168879,27.65426724
J,48,98.79845753,27.65608904
